context_id,label,start,end,code_start,code_end
context-20_20,LAW,0.0,0.0,-1,-1
context-20_21,ORG,6.918,7.099,175,182
context-20_21,PLACE,0.0,0.0,-1,-1
context-20_22,PLACE,0.0,0.0,-1,-1
context-20_23,ORG,10.616,11.036,296,309
context-20_23,WHEN,0.0,0.0,-1,-1
context-20_24,QUANT,0.0,0.0,-1,-1
context-20_25,NORP,0.0,0.0,-1,-1
context-20_26,QUANT,0.0,0.0,-1,-1
context-20_27,PLACE,0.0,0.0,-1,-1
context-20_28,ORG,1.326,1.888,37,53
context-20_28,WHEN,0.0,0.0,-1,-1
context-20_29,QUANT,3.895,4.136,97,103
context-20_29,PLACE,0.0,0.0,-1,-1
context-20_30,WHEN,6.678,7.22,174,190
context-20_30,ORG,0.0,0.0,-1,-1
context-20_31,WHEN,0.0,0.0,-1,-1
context-20_32,PLACE,5.135,5.897,128,152
context-20_32,PLACE,2.026,2.267,53,61
context-20_32,ORG,0.0,0.0,-1,-1
context-20_32,PERSON,0.0,0.0,-1,-1
context-20_33,PLACE,5.946,6.626,130,150
context-20_33,PERSON,1.361,1.802,36,48
context-20_33,NORP,0.0,0.0,-1,-1
context-20_33,ORG,0.0,0.0,-1,-1
context-20_34,WHEN,0.0,0.0,-1,-1
context-20_35,WHEN,0.0,0.0,-1,-1
context-20_36,ORG,8.154,8.755,197,213
context-20_36,WHEN,0.0,0.0,-1,-1
context-20_37,NORP,0.0,0.0,-1,-1
context-20_38,PLACE,0.0,0.0,-1,-1
context-20_39,LAW,0.0,0.0,-1,-1
context-20_40,QUANT,0.0,0.0,-1,-1
context-20_41,LAW,0.0,0.0,-1,-1
context-20_42,ORG,0.0,0.0,-1,-1
context-20_43,PERSON,0.0,0.0,-1,-1
context-20_44,NORP,0.0,0.0,-1,-1
context-20_45,LAW,0.0,0.0,-1,-1
context-20_46,QUANT,3.484,3.685,89,92
context-20_46,ORG,0.0,0.0,-1,-1
context-20_47,WHEN,0.0,0.0,-1,-1
context-20_48,PLACE,22.87,23.731,628,658
context-20_48,ORG,0.0,0.0,-1,-1
context-20_48,QUANT,0.0,0.0,-1,-1
context-20_48,NORP,0.0,0.0,-1,-1
context-20_49,QUANT,0.08,0.482,3,17
context-20_49,ORG,0.0,0.0,-1,-1
context-20_50,WHEN,0.0,0.0,-1,-1
context-20_51,ORG,38.852,39.332,1079,1093
context-20_51,WHEN,34.21,34.89,963,982
context-20_51,ORG,31.149,31.629,873,888
context-20_51,WHEN,24.667,25.668,684,717
context-20_51,PERSON,10.923,11.623,316,340
context-20_51,PERSON,8.142,8.863,218,244
context-20_51,ORG,5.742,7.602,160,207
context-20_51,QUANT,0.0,0.0,-1,-1
context-20_51,LAW,0.0,0.0,-1,-1
context-20_51,NORP,0.0,0.0,-1,-1
context-20_51,PLACE,0.0,0.0,-1,-1
context-20_52,WHEN,0.0,0.0,-1,-1
context-20_53,PLACE,11.457,11.818,317,329
context-20_53,PLACE,10.816,11.157,296,309
context-20_53,PLACE,8.473,8.693,238,245
context-20_53,ORG,0.18,0.32,5,10
context-20_53,PERSON,0.0,0.0,-1,-1
context-20_53,QUANT,0.0,0.0,-1,-1
context-20_53,LAW,0.0,0.0,-1,-1
context-20_53,NORP,0.0,0.0,-1,-1
context-21_0,ORG,0.0,0.0,-1,-1
context-21_1,LAW,0.0,0.0,-1,-1
context-21_2,ORG,0.0,0.0,-1,-1
context-21_3,ORG,0.0,0.0,-1,-1
context-21_4,NORP,0.0,0.0,-1,-1
context-21_5,NORP,0.0,0.0,-1,-1
context-21_6,WHEN,28.411,29.292,791,824
context-21_6,QUANT,21.209,21.489,597,607
context-21_6,QUANT,20.608,21.169,576,596
context-21_6,ORG,1.601,2.001,39,52
context-21_6,LAW,0.0,0.0,-1,-1
context-21_6,PLACE,0.0,0.0,-1,-1
context-21_6,PERSON,0.0,0.0,-1,-1
context-21_6,NORP,0.0,0.0,-1,-1
context-21_7,LAW,0.0,0.0,-1,-1
context-21_8,PLACE,6.496,7.438,188,215
context-21_8,WHEN,0.0,0.0,-1,-1
context-21_9,NORP,0.0,0.0,-1,-1
context-21_10,PLACE,0.0,0.0,-1,-1
context-21_11,PLACE,0.0,0.0,-1,-1
context-21_12,WHEN,0.0,0.0,-1,-1
context-21_13,WHEN,3.014,3.798,95,112
context-21_13,LAW,0.0,0.0,-1,-1
context-21_14,PERSON,0.0,0.0,-1,-1
context-21_15,LAW,0.0,0.0,-1,-1
context-21_16,PLACE,3.766,4.687,102,130
context-21_16,LAW,0.0,0.0,-1,-1
context-21_17,QUANT,0.0,0.0,-1,-1
context-21_18,WHEN,15.198,15.619,396,405
context-21_18,PLACE,14.838,15.158,386,395
context-21_18,PLACE,13.897,14.317,360,373
context-21_18,PLACE,13.376,13.777,343,357
context-21_18,LAW,0.0,0.0,-1,-1
context-21_18,NORP,0.0,0.0,-1,-1
context-21_18,ORG,0.0,0.0,-1,-1
context-21_18,QUANT,0.0,0.0,-1,-1
context-21_19,WHEN,3.53,3.971,103,112
context-21_19,QUANT,0.0,0.0,-1,-1
context-21_20,PLACE,9.172,10.193,240,270
context-21_20,WHEN,3.685,4.145,89,100
context-21_20,ORG,0.0,0.0,-1,-1
context-21_20,PERSON,0.0,0.0,-1,-1
context-21_21,QUANT,0.0,0.0,-1,-1
context-21_22,WHEN,20.115,21.216,519,556
context-21_22,PLACE,11.669,12.59,280,309
context-21_22,ORG,6.945,7.486,174,189
context-21_22,WHEN,2.802,3.182,63,75
context-21_22,QUANT,0.0,0.0,-1,-1
context-21_22,LAW,0.0,0.0,-1,-1
context-21_22,PERSON,0.0,0.0,-1,-1
context-21_22,NORP,0.0,0.0,-1,-1
context-21_23,PLACE,0.56,0.901,15,27
context-21_23,LAW,0.0,0.0,-1,-1
context-21_24,NORP,0.869,1.395,30,46
context-21_24,LAW,0.0,0.0,-1,-1
context-21_25,NORP,4.804,5.384,127,143
context-21_25,ORG,4.804,7.006,127,197
context-21_25,PERSON,0.0,0.0,-1,-1
context-21_25,LAW,0.0,0.0,-1,-1
context-21_26,PLACE,15.915,16.116,460,466
context-21_26,NORP,14.034,14.334,404,416
context-21_26,NORP,0.12,0.32,3,10
context-21_26,PLACE,7.407,8.108,203,227
context-21_26,ORG,0.12,1.662,3,59
context-21_26,QUANT,0.0,0.0,-1,-1
context-21_26,WHEN,0.0,0.0,-1,-1
context-21_26,LAW,0.0,0.0,-1,-1
context-21_26,PERSON,0.0,0.0,-1,-1
context-21_27,PLACE,13.415,13.696,384,390
context-21_27,PLACE,8.85,9.671,257,285
context-21_27,PLACE,6.988,7.789,201,224
context-21_27,NORP,0.0,0.0,-1,-1
context-21_27,LAW,0.0,0.0,-1,-1
context-21_27,ORG,0.0,0.0,-1,-1
context-21_28,WHEN,0.0,0.0,-1,-1
context-21_29,LAW,0.0,0.0,-1,-1
context-21_30,ORG,0.0,0.0,-1,-1
context-21_31,PLACE,5.048,5.789,145,169
context-21_31,QUANT,0.0,0.0,-1,-1
context-21_32,PLACE,7.777,8.258,250,268
context-21_32,ORG,5.111,5.532,162,173
context-21_32,PLACE,3.347,3.608,100,107
context-21_32,NORP,0.0,0.0,-1,-1
context-21_32,WHEN,0.0,0.0,-1,-1
context-21_32,QUANT,0.0,0.0,-1,-1
context-21_33,PLACE,0.0,0.0,-1,-1
context-21_34,PLACE,0.542,1.104,17,39
context-21_34,ORG,0.0,0.0,-1,-1
context-21_35,PLACE,15.13,17.191,396,456
context-21_35,PLACE,13.669,13.989,363,371
context-21_35,QUANT,0.0,0.0,-1,-1
context-21_35,NORP,0.0,0.0,-1,-1
context-21_36,WHEN,10.497,10.958,318,335
context-21_36,QUANT,6.511,6.751,200,210
context-21_36,QUANT,8.714,8.995,263,274
context-21_36,ORG,0.0,0.0,-1,-1
context-21_36,PLACE,0.0,0.0,-1,-1
context-21_36,PERSON,0.0,0.0,-1,-1
context-21_37,LAW,2.805,3.526,94,112
context-21_37,WHEN,0.0,0.0,-1,-1
context-21_38,PLACE,0.0,0.0,-1,-1
context-21_39,QUANT,0.0,0.0,-1,-1
context-21_40,NORP,4.728,5.069,140,154
context-21_40,WHEN,3.866,4.588,113,136
context-21_40,PERSON,0.0,0.0,-1,-1
context-21_40,QUANT,0.0,0.0,-1,-1
context-21_41,QUANT,0.162,0.425,6,15
context-21_41,ORG,0.0,0.0,-1,-1
context-21_42,NORP,0.0,0.0,-1,-1
context-21_43,LAW,0.0,0.0,-1,-1
context-21_44,QUANT,0.0,0.822,-1,31
context-21_44,LAW,0.0,0.0,-1,-1
context-21_45,PLACE,6.677,7.359,203,222
context-21_45,LAW,0.0,0.0,-1,-1
context-21_46,NORP,1.004,1.385,34,48
context-21_46,WHEN,0.0,0.0,-1,-1
context-21_47,LAW,0.0,0.0,-1,-1
context-21_48,PLACE,9.756,10.577,266,289
context-21_48,NORP,0.0,0.0,-1,-1
context-21_49,QUANT,2.786,4.209,73,119
context-21_49,PERSON,0.0,0.0,-1,-1
context-21_50,QUANT,17.975,18.416,448,462
context-21_50,QUANT,15.253,15.853,391,410
context-21_50,QUANT,3.523,3.903,83,94
context-21_50,QUANT,1.721,1.902,32,39
context-21_50,PLACE,0.0,0.0,-1,-1
context-21_50,WHEN,0.0,0.0,-1,-1
context-21_50,PERSON,0.0,0.0,-1,-1
context-21_50,LAW,0.0,0.0,-1,-1
context-21_51,PLACE,15.976,16.857,417,442
context-21_51,NORP,6.286,6.827,173,189
context-21_51,LAW,0.0,0.0,-1,-1
context-21_51,WHEN,0.0,0.0,-1,-1
context-21_52,NORP,10.736,11.297,306,322
context-21_52,PERSON,0.0,0.0,-1,-1
context-21_53,QUANT,10.589,11.009,264,276
context-21_53,PLACE,0.0,0.0,-1,-1
context-22_0,QUANT,0.0,0.0,-1,-1
context-22_1,PLACE,2.096,2.338,64,72
context-22_1,ORG,1.35,1.834,43,59
context-22_1,ORG,0.605,1.028,21,32
context-22_1,LAW,0.0,0.0,-1,-1
context-22_1,WHEN,0.0,0.0,-1,-1
context-22_1,QUANT,0.0,0.0,-1,-1
context-22_2,WHEN,5.977,6.839,195,223
context-22_2,PLACE,1.925,2.166,61,68
context-22_2,NORP,0.0,0.0,-1,-1
context-22_2,PERSON,0.0,0.0,-1,-1
context-22_3,PLACE,0.0,0.0,-1,-1
context-22_4,WHEN,0.0,0.0,-1,-1
context-22_5,PLACE,6.912,7.332,192,205
context-22_5,NORP,0.521,0.881,11,23
context-22_5,QUANT,0.0,0.0,-1,-1
context-22_5,WHEN,0.0,0.0,-1,-1
context-22_6,PERSON,0.0,0.0,-1,-1
context-22_7,QUANT,0.0,0.0,-1,-1
context-22_8,LAW,0.0,0.0,-1,-1
context-22_9,PLACE,0.0,0.0,-1,-1
context-22_10,WHEN,0.0,0.0,-1,-1
context-22_11,LAW,0.0,0.0,-1,-1
context-22_12,PLACE,0.0,0.0,-1,-1
context-22_13,ORG,2.103,2.444,70,83
context-22_13,WHEN,0.0,0.0,-1,-1
context-22_14,PLACE,3.716,4.037,130,135
context-22_14,WHEN,0.0,0.0,-1,-1
context-22_15,NORP,4.985,5.466,131,146
context-22_15,PLACE,3.103,3.504,87,95
context-22_15,ORG,0.0,0.0,-1,-1
context-22_15,WHEN,0.0,0.0,-1,-1
context-22_16,WHEN,7.287,8.068,207,234
context-22_16,PLACE,5.185,5.806,147,157
context-22_16,QUANT,0.38,0.741,12,24
context-22_16,PERSON,0.0,0.0,-1,-1
context-22_16,LAW,0.0,0.0,-1,-1
context-22_16,ORG,0.0,0.0,-1,-1
context-22_17,QUANT,0.0,0.28,-1,8
context-22_17,PLACE,0.0,0.0,-1,-1
context-22_18,NORP,3.547,4.148,99,112
context-22_18,LAW,0.0,0.0,-1,-1
context-22_19,PLACE,1.903,2.925,50,76
context-22_19,WHEN,0.421,1.683,9,44
context-22_19,NORP,0.0,0.0,-1,-1
context-22_19,QUANT,0.0,0.0,-1,-1
context-22_20,LAW,0.0,0.0,-1,-1
context-22_21,PLACE,14.893,15.954,413,442
context-22_21,WHEN,0.0,0.0,-1,-1
context-22_22,PERSON,0.0,0.0,-1,-1
context-22_23,ORG,0.562,1.123,15,33
context-22_23,LAW,0.0,0.0,-1,-1
context-22_24,WHEN,0.0,0.0,-1,-1
context-22_25,WHEN,0.0,0.0,-1,-1
context-22_26,QUANT,0.0,0.0,-1,-1
context-22_27,PLACE,8.574,8.835,243,251
context-22_27,PLACE,4.447,5.87,128,173
context-22_27,NORP,0.0,0.0,-1,-1
context-22_27,QUANT,0.0,0.0,-1,-1
context-22_28,PLACE,3.202,4.143,86,112
context-22_28,PLACE,16.773,17.793,441,469
context-22_28,NORP,3.202,3.683,86,102
context-22_28,NORP,6.845,7.145,173,185
context-22_28,PLACE,20.195,21.256,522,549
context-22_28,ORG,0.0,0.0,-1,-1
context-22_28,WHEN,0.0,0.0,-1,-1
context-22_28,PERSON,0.0,0.0,-1,-1
context-22_28,LAW,0.0,0.0,-1,-1
context-22_28,QUANT,0.0,0.0,-1,-1
context-22_29,LAW,0.0,0.0,-1,-1
context-22_30,ORG,0.0,0.0,-1,-1
context-22_31,ORG,1.244,2.308,35,70
context-22_31,PERSON,0.0,0.0,-1,-1
context-22_32,ORG,0.0,0.0,-1,-1
context-22_33,WHEN,0.0,0.0,-1,-1
context-22_34,ORG,3.73,4.773,114,153
context-22_34,WHEN,0.0,0.0,-1,-1
context-22_35,ORG,3.447,4.328,100,129
context-22_35,ORG,5.53,6.653,161,197
context-22_35,PLACE,0.0,0.0,-1,-1
context-22_35,QUANT,0.0,0.0,-1,-1
context-22_36,NORP,6.794,7.415,205,220
context-22_36,PERSON,4.309,4.93,134,150
context-22_36,PERSON,3.387,3.748,103,117
context-22_36,LAW,0.0,0.0,-1,-1
context-22_36,PLACE,0.0,0.0,-1,-1
context-22_36,WHEN,0.0,0.0,-1,-1
context-22_37,NORP,0.0,0.0,-1,-1
context-22_38,PLACE,2.733,3.557,81,106
context-22_38,ORG,0.0,0.0,-1,-1
context-22_39,NORP,4.83,5.271,155,168
context-22_39,PLACE,4.83,5.692,155,180
context-22_39,LAW,0.0,0.0,-1,-1
context-22_39,ORG,0.0,0.0,-1,-1
context-22_40,PLACE,12.677,13.438,366,387
context-22_40,ORG,1.021,2.083,33,69
context-22_40,LAW,0.0,0.0,-1,-1
context-22_40,NORP,0.0,0.0,-1,-1
context-22_41,NORP,12.236,12.797,349,364
context-22_41,QUANT,0.0,0.0,-1,-1
context-22_42,QUANT,0.242,0.645,9,25
context-22_42,WHEN,0.0,0.0,-1,-1
context-22_43,PLACE,3.918,4.159,123,129
context-22_43,LAW,0.0,0.0,-1,-1
context-22_44,PLACE,1.945,2.206,50,59
context-22_44,NORP,0.0,0.0,-1,-1
context-22_45,QUANT,2.585,2.825,64,69
context-22_45,QUANT,4.128,4.248,105,109
context-22_45,NORP,0.0,0.0,-1,-1
context-22_45,PLACE,0.0,0.0,-1,-1
context-22_46,QUANT,0.0,0.0,-1,-1
context-22_47,NORP,0.0,0.0,-1,-1
context-22_48,WHEN,8.277,8.698,246,260
context-22_48,NORP,0.0,0.0,-1,-1
context-22_49,QUANT,0.0,0.0,-1,-1
context-22_50,WHEN,4.218,4.459,128,136
context-22_50,PERSON,0.0,0.0,-1,-1
context-22_51,NORP,0.0,0.0,-1,-1
context-22_52,ORG,9.515,12.66,239,331
context-22_52,PERSON,0.0,0.0,-1,-1
context-22_53,ORG,2.664,3.766,71,105
context-22_53,WHEN,0.04,0.681,1,17
context-22_53,NORP,0.0,0.0,-1,-1
context-22_53,QUANT,0.0,0.0,-1,-1
context-23_0,ORG,10.818,11.359,309,327
context-23_0,PERSON,3.225,3.846,94,111
context-23_0,WHEN,0.0,0.0,-1,-1
context-23_0,NORP,0.0,0.0,-1,-1
context-23_1,WHEN,9.716,10.277,286,300
context-23_1,PLACE,0.0,0.0,-1,-1
context-23_2,ORG,0.0,0.0,-1,-1
context-23_3,NORP,0.0,0.0,-1,-1
context-23_4,WHEN,7.518,8.059,217,227
context-23_4,PLACE,4.591,4.631,133,134
context-23_4,QUANT,0.0,0.0,-1,-1
context-23_4,PERSON,0.0,0.0,-1,-1
context-23_5,ORG,1.522,2.965,40,86
context-23_5,PLACE,0.0,0.0,-1,-1
context-23_6,QUANT,0.0,0.0,-1,-1
context-23_7,WHEN,0.0,0.0,-1,-1
context-23_8,PERSON,0.0,0.0,-1,-1
context-23_9,LAW,14.539,14.9,440,455
context-23_9,PERSON,0.0,0.0,-1,-1
context-23_10,PLACE,3.532,3.913,114,120
context-23_10,PLACE,1.164,1.485,37,48
context-23_10,ORG,0.0,0.0,-1,-1
context-23_10,NORP,0.0,0.0,-1,-1
context-23_11,PLACE,3.387,3.667,102,109
context-23_11,NORP,0.0,0.0,-1,-1
context-23_12,LAW,0.0,0.0,-1,-1
context-23_13,NORP,0.0,0.0,-1,-1
context-23_14,PLACE,0.0,0.0,-1,-1
context-23_15,WHEN,5.969,6.951,179,207
context-23_15,LAW,4.046,5.809,111,172
context-23_15,PLACE,0.0,0.0,-1,-1
context-23_15,QUANT,0.0,0.0,-1,-1
context-23_16,LAW,11.652,12.353,353,372
context-23_16,ORG,6.627,7.328,197,222
context-23_16,WHEN,4.785,5.306,145,162
context-23_16,PERSON,0.0,0.0,-1,-1
context-23_16,NORP,0.0,0.0,-1,-1
context-23_16,PLACE,0.0,0.0,-1,-1
context-23_17,QUANT,15.176,15.797,450,476
context-23_17,QUANT,13.074,14.035,389,419
context-23_17,PERSON,0.0,0.0,-1,-1
context-23_17,NORP,0.0,0.0,-1,-1
context-23_18,QUANT,0.0,0.0,-1,-1
context-23_19,QUANT,0.0,0.0,-1,-1
context-23_20,PLACE,0.0,0.0,-1,-1
context-23_21,NORP,12.798,13.218,371,385
context-23_21,WHEN,7.03,7.51,198,211
context-23_21,QUANT,0.0,0.0,-1,-1
context-23_21,PERSON,0.0,0.0,-1,-1
context-23_22,NORP,9.757,10.238,283,300
context-23_22,LAW,5.75,6.03,176,188
context-23_22,ORG,0.0,0.0,-1,-1
context-23_22,PLACE,0.0,0.0,-1,-1
context-23_23,WHEN,0.0,0.0,-1,-1
context-23_24,NORP,19.119,19.519,552,566
context-23_24,PLACE,0.0,0.0,-1,-1
context-23_25,ORG,0.0,0.0,-1,-1
context-23_26,PLACE,0.0,0.0,-1,-1
context-23_27,PLACE,12.119,12.42,323,326
context-23_27,ORG,3.846,4.888,91,121
context-23_27,LAW,2.404,2.684,57,68
context-23_27,NORP,0.0,0.0,-1,-1
context-23_27,WHEN,0.0,0.0,-1,-1
context-23_27,PERSON,0.0,0.0,-1,-1
context-23_28,PLACE,9.018,9.899,269,286
context-23_28,WHEN,0.0,0.0,-1,-1
context-23_29,PERSON,0.0,0.0,-1,-1
context-23_30,PERSON,0.0,0.0,-1,-1
context-23_31,QUANT,0.0,0.0,-1,-1
context-23_32,WHEN,3.569,3.99,129,138
context-23_32,PERSON,0.0,0.0,-1,-1
context-23_33,WHEN,0.0,0.0,-1,-1
context-23_34,WHEN,0.0,0.0,-1,-1
context-23_35,WHEN,0.0,0.0,-1,-1
context-23_36,PLACE,9.348,9.648,252,256
context-23_36,PLACE,17.915,18.356,502,509
context-23_36,WHEN,0.0,0.0,-1,-1
context-23_36,LAW,0.0,0.0,-1,-1
context-23_37,PLACE,10.936,11.437,303,310
context-23_37,LAW,2.303,3.585,68,107
context-23_37,LAW,0.701,2.003,16,59
context-23_37,ORG,0.0,0.0,-1,-1
context-23_37,NORP,0.0,0.0,-1,-1
context-23_37,QUANT,0.0,0.0,-1,-1
context-23_38,PLACE,0.0,0.0,-1,-1
context-23_39,WHEN,4.226,5.007,118,139
context-23_39,NORP,0.0,0.0,-1,-1
context-23_40,ORG,5.713,6.174,165,178
context-23_40,ORG,4.871,5.212,140,151
context-23_40,ORG,4.009,4.39,120,131
context-23_40,NORP,0.0,0.0,-1,-1
context-23_40,PLACE,0.0,0.0,-1,-1
context-23_40,LAW,0.0,0.0,-1,-1
context-23_41,WHEN,0.0,0.0,-1,-1
context-23_42,PLACE,7.299,7.599,192,202
context-23_42,WHEN,0.0,0.0,-1,-1
context-23_43,PERSON,0.0,0.0,-1,-1
context-23_44,ORG,0.0,0.0,-1,-1
context-23_45,WHEN,3.225,3.866,90,103
context-23_45,PLACE,0.0,0.0,-1,-1
context-23_46,LAW,0.0,0.0,-1,-1
context-23_47,PLACE,6.418,6.458,192,194
context-23_47,NORP,0.0,0.0,-1,-1
context-23_48,PERSON,0.0,0.0,-1,-1
context-23_49,WHEN,15.456,16.036,400,412
context-23_49,WHEN,3.303,5.606,97,156
context-23_49,PERSON,0.0,0.0,-1,-1
context-23_49,QUANT,0.0,0.0,-1,-1
context-23_50,PLACE,3.114,3.717,89,111
context-23_50,NORP,0.0,0.181,-1,6
context-23_50,QUANT,0.0,0.0,-1,-1
context-23_50,WHEN,0.0,0.0,-1,-1
context-23_51,NORP,0.0,0.0,-1,-1
context-23_52,LAW,0.0,0.0,-1,-1
context-23_53,NORP,0.0,0.0,-1,-1
context-24_0,NORP,0.0,0.0,-1,-1
context-24_1,NORP,0.0,0.0,-1,-1
context-24_2,PLACE,7.132,7.172,191,192
context-24_2,PLACE,10.518,10.558,274,276
context-24_2,PERSON,0.0,0.0,-1,-1
context-24_2,QUANT,0.0,0.0,-1,-1
context-24_3,QUANT,2.686,3.468,76,98
context-24_3,WHEN,0.0,0.0,-1,-1
context-24_4,WHEN,15.079,15.44,389,401
context-24_4,ORG,12.276,12.856,315,333
context-24_4,ORG,2.423,3.324,60,85
context-24_4,LAW,0.0,0.0,-1,-1
context-24_4,NORP,0.0,0.0,-1,-1
context-24_4,PLACE,0.0,0.0,-1,-1
context-24_5,PERSON,0.0,0.0,-1,-1
context-24_6,WHEN,6.294,7.015,190,206
context-24_6,QUANT,1.243,1.423,36,40
context-24_6,LAW,0.0,0.0,-1,-1
context-24_6,NORP,0.0,0.0,-1,-1
context-24_7,WHEN,0.0,0.0,-1,-1
context-24_8,PERSON,0.0,0.0,-1,-1
context-24_9,ORG,6.858,7.4,195,212
context-24_9,ORG,6.197,6.638,174,191
context-24_9,PLACE,5.013,5.254,139,144
context-24_9,PERSON,0.0,0.0,-1,-1
context-24_9,WHEN,0.0,0.0,-1,-1
context-24_9,NORP,0.0,0.0,-1,-1
context-24_10,QUANT,0.0,0.0,-1,-1
context-24_11,QUANT,0.0,0.0,-1,-1
context-24_12,PLACE,6.319,6.62,182,195
context-24_12,NORP,0.0,0.0,-1,-1
context-24_13,NORP,0.0,0.0,-1,-1
context-24_14,PERSON,0.0,0.0,-1,-1
context-24_15,PLACE,0.0,0.0,-1,-1
context-24_16,QUANT,1.143,1.304,34,39
context-24_16,QUANT,4.252,4.452,133,136
context-24_16,LAW,0.0,0.0,-1,-1
context-24_16,NORP,0.0,0.0,-1,-1
context-24_17,NORP,0.0,0.0,-1,-1
context-24_18,QUANT,0.0,0.0,-1,-1
context-24_19,WHEN,5.852,6.473,169,186
context-24_19,LAW,0.0,0.0,-1,-1
context-24_20,ORG,0.0,0.0,-1,-1
context-24_21,WHEN,0.0,0.0,-1,-1
context-24_22,WHEN,1.461,2.122,44,62
context-24_22,ORG,0.0,0.0,-1,-1
context-24_23,WHEN,1.907,2.408,57,70
context-24_23,PERSON,0.0,0.0,-1,-1
context-24_24,NORP,0.0,0.0,-1,-1
context-24_25,LAW,0.0,0.0,-1,-1
context-24_26,NORP,0.0,0.0,-1,-1
context-24_27,PERSON,0.0,0.0,-1,-1
context-24_28,WHEN,0.0,0.0,-1,-1
context-24_29,NORP,0.0,0.0,-1,-1
context-24_30,ORG,0.0,0.0,-1,-1
context-24_31,NORP,12.677,13.098,352,366
context-24_31,QUANT,0.0,0.0,-1,-1
context-24_32,ORG,16.518,17.399,495,525
context-24_32,ORG,13.354,13.915,397,412
context-24_32,WHEN,0.0,0.941,-1,26
context-24_32,PLACE,3.584,4.144,111,134
context-24_32,WHEN,2.282,2.783,73,86
context-24_32,WHEN,9.931,10.972,304,333
context-24_32,NORP,0.0,0.0,-1,-1
context-24_32,QUANT,0.0,0.0,-1,-1
context-24_32,LAW,0.0,0.0,-1,-1
context-24_32,PERSON,0.0,0.0,-1,-1
context-24_33,NORP,16.796,17.417,481,500
context-24_33,WHEN,6.166,7.387,196,226
context-24_33,LAW,0.0,0.0,-1,-1
context-24_33,PLACE,0.0,0.0,-1,-1
context-24_34,ORG,0.0,0.0,-1,-1
context-24_35,PLACE,19.298,19.938,590,613
context-24_35,LAW,5.105,6.766,153,202
context-24_35,WHEN,0.0,0.0,-1,-1
context-24_35,QUANT,0.0,0.0,-1,-1
context-24_36,PLACE,0.0,0.0,-1,-1
context-24_37,ORG,10.651,11.111,302,316
context-24_37,ORG,8.629,9.089,245,259
context-24_37,PERSON,5.726,6.727,160,189
context-24_37,WHEN,0.0,0.0,-1,-1
context-24_37,LAW,0.0,0.0,-1,-1
context-24_37,NORP,0.0,0.0,-1,-1
context-24_38,ORG,3.423,4.945,108,152
context-24_38,WHEN,0.0,0.0,-1,-1
context-24_39,NORP,0.562,1.224,14,32
context-24_39,WHEN,0.0,0.0,-1,-1
context-24_40,WHEN,12.599,12.76,373,376
context-24_40,ORG,11.878,12.279,354,366
context-24_40,WHEN,8.954,10.055,264,302
context-24_40,PERSON,0.0,0.0,-1,-1
context-24_40,NORP,0.0,0.0,-1,-1
context-24_40,QUANT,0.0,0.0,-1,-1
context-24_41,LAW,19.193,20.674,524,566
context-24_41,WHEN,17.772,19.133,481,523
context-24_41,PLACE,11.148,11.448,307,313
context-24_41,NORP,3.643,4.023,91,102
context-24_41,NORP,8.486,8.906,224,238
context-24_41,QUANT,2.822,3.042,69,76
context-24_41,ORG,0.0,0.0,-1,-1
context-24_41,PERSON,0.0,0.0,-1,-1
context-24_42,QUANT,0.0,0.0,-1,-1
context-24_43,PERSON,0.0,0.0,-1,-1
context-24_44,WHEN,0.0,0.0,-1,-1
context-24_45,PERSON,0.0,0.0,-1,-1
context-24_46,QUANT,4.464,4.624,143,147
context-24_46,QUANT,0.701,1.261,23,42
context-24_46,PERSON,0.0,0.0,-1,-1
context-24_46,LAW,0.0,0.0,-1,-1
context-24_47,PERSON,0.0,0.0,-1,-1
context-24_48,PLACE,2.344,3.246,66,89
context-24_48,ORG,0.0,0.0,-1,-1
context-24_49,PLACE,8.531,8.852,201,209
context-24_49,WHEN,0.34,0.861,5,13
context-24_49,NORP,5.227,5.768,125,143
context-24_49,ORG,1.602,2.143,31,45
context-24_49,WHEN,7.83,8.291,191,199
context-24_49,LAW,0.0,0.0,-1,-1
context-24_49,PERSON,0.0,0.0,-1,-1
context-24_49,QUANT,0.0,0.0,-1,-1
context-24_50,QUANT,4.389,4.69,123,130
context-24_50,QUANT,5.452,5.632,147,152
context-24_50,NORP,0.0,0.0,-1,-1
context-24_50,PERSON,0.0,0.0,-1,-1
context-24_51,PLACE,12.871,13.151,339,345
context-24_51,ORG,8.267,9.348,222,252
context-24_51,PERSON,5.124,5.865,138,160
context-24_51,PERSON,2.302,3.163,62,90
context-24_51,LAW,0.0,0.0,-1,-1
context-24_51,WHEN,0.0,0.0,-1,-1
context-24_51,NORP,0.0,0.0,-1,-1
context-24_51,QUANT,0.0,0.0,-1,-1
context-24_52,WHEN,6.058,6.299,162,169
context-24_52,ORG,0.0,0.0,-1,-1
context-24_53,WHEN,14.009,15.13,369,395
context-24_53,WHEN,0.38,1.661,11,40
context-24_53,LAW,0.0,0.0,-1,-1
context-24_53,PLACE,0.0,0.0,-1,-1
context-25_0,NORP,0.0,0.0,-1,-1
context-25_1,ORG,0.0,0.0,-1,-1
context-25_2,QUANT,0.32,0.481,6,9
context-25_2,ORG,0.0,0.0,-1,-1
context-25_3,NORP,4.192,4.654,117,134
